layer,num_prompts,mean_pre_normalized_w1,mean_post_normalized_w1,post_pre_ratio,prompts_pre_less_than_post
0,1,0.18979372084140778,6.882889270782471,36.265105295732276,1
1,1,1.3522777557373047,4.592740535736084,3.3962996997107124,1
2,1,0.6228800415992737,1.3067737817764282,2.097954171755488,1
3,1,0.9857823848724365,7.579012393951416,7.688321997082718,1
4,1,1.491729974746704,5.904052257537842,3.957855883763649,1
5,1,1.280349612236023,4.764713764190674,3.7214161809050745,1
6,1,1.446982741355896,2.644745111465454,1.8277654846022517,1
7,1,0.9347483515739441,5.272214412689209,5.640250024310576,1
8,1,0.5524595975875854,3.292767286300659,5.960195642684319,1
9,1,0.28149792551994324,1.2582285404205322,4.469761324516016,1
10,1,0.5375257134437561,0.8880263566970825,1.6520630259858275,1
11,1,0.8062747120857239,2.0676560401916504,2.5644560212522394,1
12,1,0.6620925068855286,1.027020812034607,1.5511741959831182,1
13,1,0.8630994558334351,0.9960280060768127,1.154013015933393,1
14,1,0.32434579730033875,3.288583755493164,10.139128617868264,1
15,1,0.43877920508384705,1.6466310024261475,3.7527553342266757,1
16,1,0.6702294945716858,1.171591877937317,1.7480458371740708,1
17,1,0.4549517035484314,1.221879482269287,2.6857344916815182,1
18,1,0.5977696180343628,2.2196149826049805,3.7131612508238683,1
19,1,0.4237790107727051,1.403469443321228,3.3117955529750915,1
20,1,0.5338098406791687,2.0760788917541504,3.889173135348621,1
21,1,0.46432560682296753,8.642477989196777,18.61296870601383,1
22,1,0.2683584988117218,1.5343009233474731,5.717355441103159,1
23,1,0.678392231464386,3.514648199081421,5.1808497150603525,1
24,1,0.6164560317993164,2.845505714416504,4.615910247663602,1
25,1,0.6323586702346802,2.2518365383148193,3.5610115656026675,1
26,1,0.7052735686302185,3.682468891143799,5.221334039634982,1
27,1,0.6275127530097961,0.995972216129303,1.5871744619567194,1
28,1,2.9613771438598633,14.502596855163574,4.8972475137904485,1
29,1,0.9891102910041809,5.29875373840332,5.357090899361518,1
